,title,rating,date,review
342,Avis Caisse d'Épargne #57,"4,8 sur 5 étoiles",(Évaluation de Anonyme le 13/04/2022),"Je suis à l'agence de Sète et il n´y a rien à redire. Au contraire:-Agence au top, les locaux sont accueillants et l'agence a de bons horaires.-Ma conseillère est parfaite; connait son métier, très compréhensive, répond vite aux demandes via la messagerie sécurisé ou même par mail. Elle nous projette dans l'avenir en nous expliquant les différentes démarches à faire et les produits adaptés à chaque moment de la vie.-Concernant l'application; elle est très bien, on peut tout faire via l'application que ce soit de contrôler sa carte, prendre rdv ou contacter via la messagerie sécurisée ou par appel. Seul point négatif; la fonctionnalité retrait par sms ne marche pas pour les mineurs mais cela peut aussi être une bonne sécurité.-Produits proposés au top, le prix de la formule de compte varie pour chaque offre et pour moi le prix est tout à fait justifié."
343,Avis Caisse d'Épargne #56,"4,3 sur 5 étoiles",(Évaluation de Valérie le 11/04/2022),"Je suis cliente de la caisse d'épargne de Chambéry en Savoie et je dois dire que la banque est top, ma conseillère extrêmement compréhensive. Je recommande vivement cette banque. Lorsque j'avais un dossier de surendettement c'est la seule banque qui m'a fait confiance, franchement je ne suis pas prête de partir sauf si je change de conseillère et que sa remplaçante ou son remplaçant n'est pas aussi bien."
344,Avis Caisse d'Épargne #55,"1,6 sur 5 étoiles",(Évaluation de Katia le 01/04/2022),"Cela fait des années que je suis mécontente des services ""rendus"" mais payés à prix d'or à la Caisse d'Epargne. Des services que je n'ai pas demandé m'ont été fournis d'office, tel le droit à un crédit de 1000 euros par mois, chose que je trouve irresponsable vue le nombre des surendettements. Mon forfait est de 9,5 euros par mois. De plus, n'ayant pas de smart phone, car ne le souhaitant pas, je ne peux plus faire d'achat sur le web, car je ne peux télécharger l'appli afférente. Je constate, que nous n'avons pas le choix de nous passer de banque, donc qu'il s'agit d'un service semi-public en réalité mais totalement privé. Et que désormais, nous devons obligatoirement posséder un smart phone ! Sans pouvoir en discuter avec un conseiller qui ne cesse d'être en rendez-vous !"
345,Avis Caisse d'Épargne #54,"2,2 sur 5 étoiles",(Évaluation de LAM le 24/03/2022),Demande de délivrance d 'un chéquier pour la première fois; à l'accueil on me dit que c'est bon et que je le recevrai la semaine prochaine ; le lendemain message téléphone qui me le confirme; au bout de trois semaines toujours pas de nouvelle pour aller le récupérer. Je téléphone et là la responsable me dit que j'ai trop d'argent sur mon compte pour pouvoir obtenir un chéquier; très bizarre leur fonctionnement; en fait ils font tout pour qu'on y aille pour nous faire signer des placements pour qu'ils aient des primes; on ne peut même pas disposer de son argent comme on veut une fois qu'il est déposé chez eux .
346,Avis Caisse d'Épargne #53,"1,8 sur 5 étoiles",(Évaluation de Anonyme le 07/03/2022),Nous obliger à télécharger une appli pour pouvoir faire un paiement en ligne est inacceptable. Impossible de vérifier mon compte sur mon ordinateur car celui-ci n´est pas assez récent.
347,Avis Caisse d'Épargne #52,"1,8 sur 5 étoiles",(Évaluation de Marie-Christine le 04/03/2022),Concerne mes parents âgées de 94 ans. Transfert du LEP sur Livret A sans information préalable des comptes sur une agence en ligne. Mépris total des courriers adressées pour demander la remise en ordre.
348,Avis Caisse d'Épargne #51,"2,0 sur 5 étoiles",(Évaluation de Anonyme le 03/03/2022),"La caisse d'épargne est sans doute une des banques les plus ""has been"" que je connaisse. C'est une tanée absolue pour réinitialiser son mot de passe, les conseillers pour la plupart sont plutôt désagréables et n'ont pas le sens du client, les agences parfois fermées arbitrairement sans prévenir."
349,Avis Caisse d'Épargne #50,5 sur 5 étoiles,(Évaluation de Stéphane le 15/02/2022),Agence de Menton au top ! Entière satisfaction pour crédit immobilier et gestion des comptes. Bravo! Toujours bien accueillis et cette sensation d'un interlocuteur qui ne voit pas que ses intérêts. Mon épouse et moi sommes du genre fidèles et nous vivons enfin une expérience bancaire satisfaisante.
350,Avis Caisse d'Épargne #49,"1,8 sur 5 étoiles",(Évaluation de Julie le 05/02/2022),"Nous avons contracté un prêt pour un achat dans le neuf et dans le même temps vendu notre maison. Au déblocage des fonds pour l'achat de notre terrain la caisse d'épargne a délibérément et sans notre demande et accord réalisé 2 operations à fort impact financier, sans notre consentement:- déblocage du crédit relais alors que nous avions demandé le déblocage d'un prêt principal contracté,- déblocage d'un autre montant de crédit principal, alors que nous avons expressément demandé le prélèvement sur compte provisionné.Nous avons donc des frais de caution liés au déblocage du crédit relais non souhaité ainsi que des frais intercalaires supplémentaires liés au déblocage de sommes importantes non souhaitées."
351,Avis Caisse d'Épargne #48,5 sur 5 étoiles,(Évaluation de Amy le 27/01/2022),J e r e m e r c i e l a c a i s s e d' é p a r g n e p o u r m' a c c o m p a g n e r d a n s m e s p r o j e t s e t s u r t o u t m a c o n s e i l l è r e p o u r s o n h o n n ê t e t é e t s o n i n v e s t i s s e m e n t .
352,Avis Caisse d'Épargne #47,"2,0 sur 5 étoiles",(Évaluation de Anonyme le 23/01/2022),Impossible de faire un achat de billets SNCF via ma carte bancaire de la caisse d'épargne. Je suis à la caisse d'épargne depuis 3 ans suite un prêt immobilier. Je n'avais jamais eu de problème avec mes anciennes banques. J'ai appelé ma conseillère samedi pour avoir une aide pas de réponse. J'appelle la banque et j'ai une personne de l'accueil qui me dit que cela provient du site SNCF alors que le problème vient de la banque. J'ai envoyé un mail à ma conseillère réponse : La conseillère de mon compte bancaire est indisponible pour une durée indéterminée !
353,Avis Caisse d'Épargne #46,"2,0 sur 5 étoiles",(Évaluation de Anonyme le 19/01/2022),"Client depuis 5 ans environ, à la suite d'une demande de prêt pour un investissement locatif, je suis déçu. D'une part, les frais d'assurance emprunteur sont délirants, mais d'autre part le service client est plutôt décevant. Récemment, étant en cours d'acquisition de ma résidence principale, mon conseiller m'a indiqué un refus de prêt (soit disant je ne disposais pas de la capacité d'endettement suffisante). Suite à la saisie d'un courtier, finalement, la Caisse d'Epargne via ce même conseiller me fait une proposition. J'ai décidé de me tourner vers une autre offre plus attractive et surtout ne serait-ce que par principe. En parallèle, disposant de plusieurs comptes (liés à mes différents investissements locatifs), j'ai demandé à revoir mes frais bancaires car les montants devenaient aberrants. Malgré mon épargne conséquente et mes placements, ils ont été incapables de faire quoi que ce soit. Je compte bien profité de mon prêt immo en résidence principale pour quitter la caisse d'épargne et laisser le minimum du fait de mes 2 prêts immo chez eux."
354,Avis Caisse d'Épargne #45,5 sur 5 étoiles,(Évaluation de Anna le 13/01/2022),Je suis très satisfaite des services de la Caisse d'Epargne dont je bénéficie depuis plus de 30 ans. Ma conseillère est extrêmement professionnelle et très humaine. Elle est toujours joignable et à l'écoute. Ma famille est également cliente de la Caisse d'Epargne depuis longtemps et aussi satisfaite que moi. Nous recommandons vivement cette banque.
355,Avis Caisse d'Épargne #44,"1,8 sur 5 étoiles",(Évaluation de Florence le 11/01/2022),"Dans une agence, conseiller qui laisse d'autres personnes débloquer des assurances vies sans demander de procuration ou autres accords de la personne à qui appartient l'assurance vie, et qui met 3 mois à changer une adresse.Dans une autre agence, conseiller qui ne répond pas aux demandes, même après plusieurs relances, et quand on contacte l'agence on nous dit de patienter jusqu'à ce que le conseiller daigne répondre (réponse qui n'arrive jamais)."
356,Avis Caisse d'Épargne #43,"1,6 sur 5 étoiles",(Évaluation de M.G. le 10/01/2022),"Cette banque ne répond pas à mes mails, n'envoie pas forcément les relevés d'assurance vie chaque année, paye les assurances-vie une année en retard et seulement après envoi d'une lettre recommandée, et ne donne aucune explication sur les prélèvements qu'elle a faites sur mon compte. Trois caisses d'épargne se sont ""renvoyé la balle"" pendant un an pour retarder le versement de la petite assurance-vie de ma mère, et sans justification sur les prélèvements qu'elles ont faits."
357,Avis Caisse d'Épargne #42,"1,0 sur 5 étoiles",(Évaluation de Nathalie le 16/12/2021),La Caisse d'Epargne récompense sa cliente de 35 ans de fidélité avec des comptes créditeurs par un refus de découvert ponctuel.Même en produisant un document attestant d'une rentrée d'argent représentant + du double du montant du découvert ponctuel demandé; découvert servant à faire face à un drame familial urgent et non pour une utilisation de confort.
358,Avis Caisse d'Épargne #41,5 sur 5 étoiles,(Évaluation de Sophia le 14/12/2021),"Nous sommes très heureux d'être clients à la Caisse d'épargne en Isère car notre conseillère clientèle qui est la directrice d'agence nous a accompagné sur notre projet immobilier, elle est extraordinaire tant au niveau personnel que professionnel. Nous la remercions pour son travail fabuleux et toutes les actions effectuées auprès de divers organismes. Nous recommandons et encourageons la Caisse d'épargne à 100% à toutes les personnes qui souhaitent réaliser leur rêves, vous ne serez pas déçu et vous pourrez vous même juger la qualité de leur travail effectué au sein de toute l'équipe. N'attendez plus, foncez."
359,Avis Caisse d'Épargne #40,"1,2 sur 5 étoiles",(Évaluation de Rémi le 11/12/2021),"Assurance immobilière vue à la hausse alors que, étant militaire, elle doit être basse.Envoi d'un tableau d'amortissement incorrect et l'on me demande de payer 26 euros pour avoir un tableau d'amortissement correct.Déménagement: ça a pris 9 mois pour fermer un compte bien qu´une lettre en AR avait été envoyée."
360,Avis Caisse d'Épargne #39,"1,6 sur 5 étoiles",(Évaluation de Anonyme le 10/12/2021),"Mon père hospitalisé pour grave maladie ne peut plus se déplacer, ma mère va devoir rentrer en Ehpad.Mon père voulait me donner procuration sur son compte courant, là où sa retraite est versée, j'ai contacté mon agence Caisse d'Epargne, on m'a refusé cette procuration si mon père ne venait pas signer sur place .Aucune personne de la banque ne peut se déplacer pour effectuer cette démarche sur le lieu de l'hospitalisation, pourtant, d'autres banques le font ."
